...1	file_name	total_RNAs	time	rep	condition
2764	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_24.npz	7	72hpi	rep3	WT Mock
2765	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_25.npz	6	72hpi	rep3	WT Mock
2766	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_26.npz	6	72hpi	rep3	WT Mock
2767	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_27.npz	8	72hpi	rep3	WT Mock
2768	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_28.npz	7	72hpi	rep3	WT Mock
2769	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_29.npz	4	72hpi	rep3	WT Mock
2770	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_30.npz	9	72hpi	rep3	WT Mock
2771	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_31.npz	4	72hpi	rep3	WT Mock
2772	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_32.npz	2	72hpi	rep3	WT Mock
2773	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_33.npz	1	72hpi	rep3	WT Mock
2774	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_34.npz	6	72hpi	rep3	WT Mock
2775	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_35.npz	0	72hpi	rep3	WT Mock
2776	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_36.npz	0	72hpi	rep3	WT Mock
2777	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_37.npz	0	72hpi	rep3	WT Mock
2778	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_38.npz	1	72hpi	rep3	WT Mock
2779	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_39.npz	1	72hpi	rep3	WT Mock
2780	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_40.npz	0	72hpi	rep3	WT Mock
2781	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_005_results_results_cell_41.npz	9	72hpi	rep3	WT Mock
2782	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_0.npz	17	72hpi	rep3	WT Mock
2783	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_1.npz	5	72hpi	rep3	WT Mock
2784	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_2.npz	2	72hpi	rep3	WT Mock
2785	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_3.npz	3	72hpi	rep3	WT Mock
2786	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_4.npz	2	72hpi	rep3	WT Mock
2787	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_5.npz	19	72hpi	rep3	WT Mock
2788	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_6.npz	10	72hpi	rep3	WT Mock
2789	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_7.npz	7	72hpi	rep3	WT Mock
2790	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_8.npz	0	72hpi	rep3	WT Mock
2791	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_9.npz	4	72hpi	rep3	WT Mock
2792	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_10.npz	5	72hpi	rep3	WT Mock
2793	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_11.npz	33	72hpi	rep3	WT Mock
2794	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_12.npz	12	72hpi	rep3	WT Mock
2795	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_13.npz	3	72hpi	rep3	WT Mock
2796	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_14.npz	3	72hpi	rep3	WT Mock
2797	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_15.npz	0	72hpi	rep3	WT Mock
2798	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_16.npz	59	72hpi	rep3	WT Mock
2799	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_17.npz	0	72hpi	rep3	WT Mock
2800	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_18.npz	3	72hpi	rep3	WT Mock
2801	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_19.npz	8	72hpi	rep3	WT Mock
2802	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_20.npz	2	72hpi	rep3	WT Mock
2803	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_21.npz	3	72hpi	rep3	WT Mock
2804	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_22.npz	11	72hpi	rep3	WT Mock
2805	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_23.npz	14	72hpi	rep3	WT Mock
2806	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_24.npz	5	72hpi	rep3	WT Mock
2807	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_25.npz	2	72hpi	rep3	WT Mock
2808	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_26.npz	2	72hpi	rep3	WT Mock
2809	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_27.npz	0	72hpi	rep3	WT Mock
2810	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_006_results_results_cell_28.npz	1	72hpi	rep3	WT Mock
2811	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_0.npz	0	72hpi	rep3	WT Mock
2812	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_1.npz	0	72hpi	rep3	WT Mock
2813	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_2.npz	0	72hpi	rep3	WT Mock
2814	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_3.npz	0	72hpi	rep3	WT Mock
2815	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_4.npz	0	72hpi	rep3	WT Mock
2816	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_5.npz	0	72hpi	rep3	WT Mock
2817	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_6.npz	0	72hpi	rep3	WT Mock
2818	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_7.npz	0	72hpi	rep3	WT Mock
2819	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_8.npz	0	72hpi	rep3	WT Mock
2820	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_9.npz	0	72hpi	rep3	WT Mock
2821	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_10.npz	0	72hpi	rep3	WT Mock
2822	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_11.npz	0	72hpi	rep3	WT Mock
2823	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_12.npz	0	72hpi	rep3	WT Mock
2824	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_13.npz	0	72hpi	rep3	WT Mock
2825	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_14.npz	0	72hpi	rep3	WT Mock
2826	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_15.npz	0	72hpi	rep3	WT Mock
2827	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_16.npz	1	72hpi	rep3	WT Mock
2828	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_17.npz	0	72hpi	rep3	WT Mock
2829	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_18.npz	0	72hpi	rep3	WT Mock
2830	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_19.npz	0	72hpi	rep3	WT Mock
2831	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_20.npz	0	72hpi	rep3	WT Mock
2832	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_21.npz	0	72hpi	rep3	WT Mock
2833	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_22.npz	0	72hpi	rep3	WT Mock
2834	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_23.npz	0	72hpi	rep3	WT Mock
2835	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_24.npz	0	72hpi	rep3	WT Mock
2836	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_25.npz	0	72hpi	rep3	WT Mock
2837	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_26.npz	0	72hpi	rep3	WT Mock
2838	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_27.npz	1	72hpi	rep3	WT Mock
2839	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_28.npz	0	72hpi	rep3	WT Mock
2840	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_29.npz	0	72hpi	rep3	WT Mock
2841	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_30.npz	0	72hpi	rep3	WT Mock
2842	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_31.npz	0	72hpi	rep3	WT Mock
2843	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_32.npz	0	72hpi	rep3	WT Mock
2844	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_33.npz	0	72hpi	rep3	WT Mock
2845	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_34.npz	0	72hpi	rep3	WT Mock
2846	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_35.npz	0	72hpi	rep3	WT Mock
2847	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_36.npz	0	72hpi	rep3	WT Mock
2848	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_37.npz	0	72hpi	rep3	WT Mock
2849	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_38.npz	0	72hpi	rep3	WT Mock
2850	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_007_results_results_cell_39.npz	0	72hpi	rep3	WT Mock
2851	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_0.npz	0	72hpi	rep3	WT Mock
2852	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_1.npz	0	72hpi	rep3	WT Mock
2853	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_2.npz	0	72hpi	rep3	WT Mock
2854	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_3.npz	0	72hpi	rep3	WT Mock
2855	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_4.npz	0	72hpi	rep3	WT Mock
2856	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_5.npz	0	72hpi	rep3	WT Mock
2857	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_6.npz	0	72hpi	rep3	WT Mock
2858	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_7.npz	0	72hpi	rep3	WT Mock
2859	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_8.npz	2	72hpi	rep3	WT Mock
2860	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_9.npz	1	72hpi	rep3	WT Mock
2861	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_10.npz	0	72hpi	rep3	WT Mock
2862	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_11.npz	1	72hpi	rep3	WT Mock
2863	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_12.npz	0	72hpi	rep3	WT Mock
2864	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_13.npz	0	72hpi	rep3	WT Mock
2865	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_14.npz	0	72hpi	rep3	WT Mock
2866	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_15.npz	0	72hpi	rep3	WT Mock
2867	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_16.npz	0	72hpi	rep3	WT Mock
2868	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_17.npz	0	72hpi	rep3	WT Mock
2869	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_18.npz	0	72hpi	rep3	WT Mock
2870	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_19.npz	0	72hpi	rep3	WT Mock
2871	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_20.npz	0	72hpi	rep3	WT Mock
2872	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_21.npz	1	72hpi	rep3	WT Mock
2873	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_22.npz	1	72hpi	rep3	WT Mock
2874	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_23.npz	0	72hpi	rep3	WT Mock
2875	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_24.npz	0	72hpi	rep3	WT Mock
2876	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_25.npz	0	72hpi	rep3	WT Mock
2877	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_26.npz	0	72hpi	rep3	WT Mock
2878	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_27.npz	0	72hpi	rep3	WT Mock
2879	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_28.npz	0	72hpi	rep3	WT Mock
2880	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_29.npz	0	72hpi	rep3	WT Mock
2881	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_30.npz	0	72hpi	rep3	WT Mock
2882	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_31.npz	0	72hpi	rep3	WT Mock
2883	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_32.npz	0	72hpi	rep3	WT Mock
2884	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_33.npz	0	72hpi	rep3	WT Mock
2885	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_34.npz	0	72hpi	rep3	WT Mock
2886	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_35.npz	0	72hpi	rep3	WT Mock
2887	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_36.npz	0	72hpi	rep3	WT Mock
2888	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_37.npz	0	72hpi	rep3	WT Mock
2889	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_38.npz	0	72hpi	rep3	WT Mock
2890	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_008_results_results_cell_39.npz	0	72hpi	rep3	WT Mock
2891	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_0.npz	0	72hpi	rep3	WT Mock
2892	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_1.npz	0	72hpi	rep3	WT Mock
2893	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_2.npz	0	72hpi	rep3	WT Mock
2894	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_3.npz	0	72hpi	rep3	WT Mock
2895	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_4.npz	0	72hpi	rep3	WT Mock
2896	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_5.npz	0	72hpi	rep3	WT Mock
2897	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_6.npz	0	72hpi	rep3	WT Mock
2898	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_7.npz	0	72hpi	rep3	WT Mock
2899	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_8.npz	0	72hpi	rep3	WT Mock
2900	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_9.npz	0	72hpi	rep3	WT Mock
2901	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_10.npz	0	72hpi	rep3	WT Mock
2902	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_11.npz	0	72hpi	rep3	WT Mock
2903	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_12.npz	1	72hpi	rep3	WT Mock
2904	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_13.npz	0	72hpi	rep3	WT Mock
2905	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_14.npz	0	72hpi	rep3	WT Mock
2906	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_15.npz	0	72hpi	rep3	WT Mock
2907	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_16.npz	0	72hpi	rep3	WT Mock
2908	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_17.npz	0	72hpi	rep3	WT Mock
2909	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_18.npz	0	72hpi	rep3	WT Mock
2910	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_19.npz	0	72hpi	rep3	WT Mock
2911	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_20.npz	0	72hpi	rep3	WT Mock
2912	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_21.npz	0	72hpi	rep3	WT Mock
2913	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_22.npz	0	72hpi	rep3	WT Mock
2914	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_23.npz	0	72hpi	rep3	WT Mock
2915	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_24.npz	0	72hpi	rep3	WT Mock
2916	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_25.npz	0	72hpi	rep3	WT Mock
2917	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_26.npz	0	72hpi	rep3	WT Mock
2918	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_27.npz	0	72hpi	rep3	WT Mock
2919	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_28.npz	0	72hpi	rep3	WT Mock
2920	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_29.npz	0	72hpi	rep3	WT Mock
2921	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_30.npz	0	72hpi	rep3	WT Mock
2922	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_31.npz	0	72hpi	rep3	WT Mock
2923	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_32.npz	0	72hpi	rep3	WT Mock
2924	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_33.npz	0	72hpi	rep3	WT Mock
2925	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_34.npz	0	72hpi	rep3	WT Mock
2926	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_35.npz	0	72hpi	rep3	WT Mock
2927	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_36.npz	0	72hpi	rep3	WT Mock
2928	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_37.npz	0	72hpi	rep3	WT Mock
2929	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_38.npz	0	72hpi	rep3	WT Mock
2930	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_39.npz	0	72hpi	rep3	WT Mock
2931	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_40.npz	0	72hpi	rep3	WT Mock
2932	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_41.npz	0	72hpi	rep3	WT Mock
2933	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_42.npz	2	72hpi	rep3	WT Mock
2934	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_43.npz	0	72hpi	rep3	WT Mock
2935	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_44.npz	0	72hpi	rep3	WT Mock
2936	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_45.npz	0	72hpi	rep3	WT Mock
2937	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_46.npz	0	72hpi	rep3	WT Mock
2938	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_47.npz	0	72hpi	rep3	WT Mock
2939	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_48.npz	0	72hpi	rep3	WT Mock
2940	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_49.npz	0	72hpi	rep3	WT Mock
2941	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_50.npz	0	72hpi	rep3	WT Mock
2942	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_51.npz	0	72hpi	rep3	WT Mock
2943	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_52.npz	0	72hpi	rep3	WT Mock
2944	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_53.npz	0	72hpi	rep3	WT Mock
2945	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_54.npz	0	72hpi	rep3	WT Mock
2946	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_55.npz	0	72hpi	rep3	WT Mock
2947	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_56.npz	0	72hpi	rep3	WT Mock
2948	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_57.npz	0	72hpi	rep3	WT Mock
2949	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_58.npz	0	72hpi	rep3	WT Mock
2950	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_009_results_results_cell_59.npz	0	72hpi	rep3	WT Mock
2951	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_0.npz	0	72hpi	rep3	WT Mock
2952	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_1.npz	0	72hpi	rep3	WT Mock
2953	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_2.npz	0	72hpi	rep3	WT Mock
2954	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_3.npz	0	72hpi	rep3	WT Mock
2955	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_4.npz	0	72hpi	rep3	WT Mock
2956	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_5.npz	0	72hpi	rep3	WT Mock
2957	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_6.npz	0	72hpi	rep3	WT Mock
2958	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_7.npz	0	72hpi	rep3	WT Mock
2959	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_8.npz	3	72hpi	rep3	WT Mock
2960	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_9.npz	0	72hpi	rep3	WT Mock
2961	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_10.npz	0	72hpi	rep3	WT Mock
2962	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_11.npz	0	72hpi	rep3	WT Mock
2963	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_12.npz	0	72hpi	rep3	WT Mock
2964	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_13.npz	0	72hpi	rep3	WT Mock
2965	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_14.npz	0	72hpi	rep3	WT Mock
2966	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_15.npz	2	72hpi	rep3	WT Mock
2967	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_16.npz	0	72hpi	rep3	WT Mock
2968	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_17.npz	2	72hpi	rep3	WT Mock
2969	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_18.npz	0	72hpi	rep3	WT Mock
2970	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_19.npz	0	72hpi	rep3	WT Mock
2971	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_20.npz	0	72hpi	rep3	WT Mock
2972	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_21.npz	0	72hpi	rep3	WT Mock
2973	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_22.npz	0	72hpi	rep3	WT Mock
2974	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_23.npz	0	72hpi	rep3	WT Mock
2975	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_24.npz	0	72hpi	rep3	WT Mock
2976	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_25.npz	0	72hpi	rep3	WT Mock
2977	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_26.npz	0	72hpi	rep3	WT Mock
2978	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_27.npz	0	72hpi	rep3	WT Mock
2979	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_28.npz	0	72hpi	rep3	WT Mock
2980	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_29.npz	0	72hpi	rep3	WT Mock
2981	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_30.npz	0	72hpi	rep3	WT Mock
2982	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_31.npz	0	72hpi	rep3	WT Mock
2983	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_32.npz	0	72hpi	rep3	WT Mock
2984	20221221_221221_smFISH_WT_no_virus_rep3_72hpi_010_results_results_cell_33.npz	0	72hpi	rep3	WT Mock
